,Result,Confidance of being Cracked
12864,Positive(Crack) ,0.999999
12865,Negative (Not Crack),0.07789
12866,Positive(Crack) ,0.999999
12867,Negative (Not Crack),0.062864
12868,Positive(Crack) ,0.999999
12869,Negative (Not Crack),0.039357
12870,Positive(Crack) ,1
12871,Negative (Not Crack),0.069122
12872,Positive(Crack) ,1
12873,Negative (Not Crack),0.054762
12874,Positive(Crack) ,1
12875,Negative (Not Crack),0.061293
12876,Positive(Crack) ,0.999993
12877,Negative (Not Crack),0.033153
12878,Positive(Crack) ,0.999999
12879,Negative (Not Crack),0.046438
12880,Positive(Crack) ,0.999992
12881,Negative (Not Crack),0.081649
12882,Positive(Crack) ,1
12883,Negative (Not Crack),0.048649
12884,Positive(Crack) ,1
12885,Negative (Not Crack),0.092157
12886,Positive(Crack) ,0.999811
12887,Negative (Not Crack),0.030958
12888,Positive(Crack) ,1
12889,Negative (Not Crack),0.048975
12890,Positive(Crack) ,0.996153
12891,Negative (Not Crack),0.035406
12892,Positive(Crack) ,0.999994
12893,Negative (Not Crack),0.028323
12894,Positive(Crack) ,0.999989
12895,Negative (Not Crack),0.061749
12896,Positive(Crack) ,0.999998
12897,Negative (Not Crack),0.08137
12898,Positive(Crack) ,0.99882
12899,Negative (Not Crack),0.039537
12900,Positive(Crack) ,1
12901,Negative (Not Crack),0.043306
12902,Positive(Crack) ,1
12903,Negative (Not Crack),0.049705
12904,Positive(Crack) ,0.999907
12905,Negative (Not Crack),0.04275
12906,Positive(Crack) ,1
12907,Negative (Not Crack),0.046218
12908,Positive(Crack) ,0.999581
12909,Negative (Not Crack),0.139361
12910,Positive(Crack) ,0.99928
12911,Negative (Not Crack),0.062864
12912,Positive(Crack) ,0.999999
12913,Negative (Not Crack),0.077469
12914,Positive(Crack) ,0.994204
12915,Negative (Not Crack),0.058907
12916,Positive(Crack) ,1
12917,Negative (Not Crack),0.059135
12918,Positive(Crack) ,0.999989
12919,Negative (Not Crack),0.066514
12920,Positive(Crack) ,0.999989
12921,Negative (Not Crack),0.03974
12922,Positive(Crack) ,0.999681
12923,Negative (Not Crack),0.043266
12924,Positive(Crack) ,0.983627
12925,Negative (Not Crack),0.030652
12926,Positive(Crack) ,0.999496
12927,Negative (Not Crack),0.049422
12928,Positive(Crack) ,0.998894
12929,Negative (Not Crack),0.069973
12930,Positive(Crack) ,0.999897
12931,Negative (Not Crack),0.042391
12932,Positive(Crack) ,0.999995
12933,Negative (Not Crack),0.053575
12934,Positive(Crack) ,1
12935,Negative (Not Crack),0.035473
12936,Positive(Crack) ,1
12937,Negative (Not Crack),0.069572
12938,Positive(Crack) ,1
12939,Negative (Not Crack),0.0767
12940,Positive(Crack) ,1
12941,Negative (Not Crack),0.031618
12942,Positive(Crack) ,0.999993
12943,Negative (Not Crack),0.077366
12944,Negative (Not Crack),0.360345
12945,Negative (Not Crack),0.059331
12946,Positive(Crack) ,1
12947,Negative (Not Crack),0.05913
12948,Positive(Crack) ,0.999965
12949,Negative (Not Crack),0.065173
12950,Positive(Crack) ,0.999993
12951,Positive(Crack) ,0.882083
12952,Positive(Crack) ,1
12953,Negative (Not Crack),0.055207
12954,Positive(Crack) ,1
12955,Negative (Not Crack),0.090224
12956,Positive(Crack) ,0.998751
12957,Negative (Not Crack),0.047204
12958,Positive(Crack) ,0.999992
12959,Negative (Not Crack),0.041651
12960,Positive(Crack) ,0.999999
12961,Negative (Not Crack),0.035944
12962,Positive(Crack) ,1
12963,Negative (Not Crack),0.037538
12964,Positive(Crack) ,1
12965,Negative (Not Crack),0.048696
12966,Positive(Crack) ,1
12967,Negative (Not Crack),0.06346
12968,Positive(Crack) ,1
12969,Negative (Not Crack),0.105314
12970,Positive(Crack) ,0.999981
12971,Negative (Not Crack),0.031047
12972,Positive(Crack) ,1
12973,Negative (Not Crack),0.117659
12974,Positive(Crack) ,0.999848
12975,Negative (Not Crack),0.029505
12976,Positive(Crack) ,0.977849
12977,Negative (Not Crack),0.041061
12978,Positive(Crack) ,0.999998
12979,Negative (Not Crack),0.115743
12980,Negative (Not Crack),0.487555
12981,Negative (Not Crack),0.070942
12982,Positive(Crack) ,0.700067
12983,Negative (Not Crack),0.089993
12984,Positive(Crack) ,0.998605
12985,Negative (Not Crack),0.038781
12986,Positive(Crack) ,0.999459
12987,Negative (Not Crack),0.05583
12988,Negative (Not Crack),0.453657
12989,Negative (Not Crack),0.043188
12990,Positive(Crack) ,0.999595
12991,Negative (Not Crack),0.053787
12992,Negative (Not Crack),0.258227
12993,Negative (Not Crack),0.141243
12994,Positive(Crack) ,0.999999
12995,Negative (Not Crack),0.170579
12996,Positive(Crack) ,0.999999
12997,Negative (Not Crack),0.025604
12998,Positive(Crack) ,0.999907
12999,Negative (Not Crack),0.046793
13000,Positive(Crack) ,0.999999
13001,Negative (Not Crack),0.151982
13002,Positive(Crack) ,0.999999
13003,Negative (Not Crack),0.071568
13004,Positive(Crack) ,1
13005,Negative (Not Crack),0.038562
13006,Positive(Crack) ,1
13007,Negative (Not Crack),0.194159
13008,Positive(Crack) ,1
13009,Negative (Not Crack),0.054588
13010,Positive(Crack) ,1
13011,Negative (Not Crack),0.065949
13012,Positive(Crack) ,1
13013,Negative (Not Crack),0.085888
13014,Positive(Crack) ,0.999964
13015,Negative (Not Crack),0.044285
13016,Positive(Crack) ,1
13017,Negative (Not Crack),0.064083
13018,Positive(Crack) ,1
13019,Negative (Not Crack),0.077325
13020,Positive(Crack) ,1
13021,Negative (Not Crack),0.181613
13022,Positive(Crack) ,1
13023,Negative (Not Crack),0.118112
13024,Positive(Crack) ,0.999999
13025,Negative (Not Crack),0.061342
13026,Positive(Crack) ,1
13027,Negative (Not Crack),0.336495
13028,Positive(Crack) ,0.999998
13029,Negative (Not Crack),0.032418
13030,Positive(Crack) ,1
13031,Negative (Not Crack),0.071444
13032,Positive(Crack) ,0.999684
13033,Negative (Not Crack),0.05173
13034,Positive(Crack) ,1
13035,Negative (Not Crack),0.037328
13036,Positive(Crack) ,0.999972
13037,Negative (Not Crack),0.046376
13038,Positive(Crack) ,0.998664
13039,Negative (Not Crack),0.115389
13040,Positive(Crack) ,0.999999
13041,Negative (Not Crack),0.042737
13042,Positive(Crack) ,1
13043,Negative (Not Crack),0.041318
13044,Positive(Crack) ,1
13045,Negative (Not Crack),0.046296
13046,Positive(Crack) ,1
13047,Negative (Not Crack),0.046196
13048,Positive(Crack) ,1
13049,Negative (Not Crack),0.152859
13050,Positive(Crack) ,1
13051,Negative (Not Crack),0.030565
13052,Positive(Crack) ,0.999986
13053,Negative (Not Crack),0.065416
13054,Positive(Crack) ,1
13055,Negative (Not Crack),0.089554
13056,Positive(Crack) ,0.999684
13057,Negative (Not Crack),0.061505
13058,Positive(Crack) ,0.999862
13059,Negative (Not Crack),0.040724
13060,Positive(Crack) ,0.991415
13061,Negative (Not Crack),0.043514
13062,Positive(Crack) ,0.999985
13063,Negative (Not Crack),0.037933
13064,Positive(Crack) ,0.999994
13065,Negative (Not Crack),0.053104
13066,Positive(Crack) ,0.999209
13067,Negative (Not Crack),0.069466
13068,Positive(Crack) ,0.999754
13069,Negative (Not Crack),0.049312
13070,Positive(Crack) ,0.999985
13071,Negative (Not Crack),0.037413
13072,Positive(Crack) ,0.999999
13073,Negative (Not Crack),0.10094
13074,Positive(Crack) ,0.999999
13075,Negative (Not Crack),0.207983
13076,Positive(Crack) ,0.999997
13077,Negative (Not Crack),0.037389
13078,Positive(Crack) ,1
13079,Negative (Not Crack),0.041791
13080,Positive(Crack) ,1
13081,Negative (Not Crack),0.048064
13082,Positive(Crack) ,1
13083,Negative (Not Crack),0.047964
13084,Positive(Crack) ,1
13085,Negative (Not Crack),0.073574
13086,Positive(Crack) ,0.999998
13087,Negative (Not Crack),0.056494
13088,Positive(Crack) ,0.99722
13089,Negative (Not Crack),0.042513
13090,Positive(Crack) ,1
13091,Negative (Not Crack),0.061564
13092,Positive(Crack) ,1
13093,Negative (Not Crack),0.054246
13094,Positive(Crack) ,1
13095,Negative (Not Crack),0.048702
13096,Positive(Crack) ,0.999999
13097,Negative (Not Crack),0.3652
13098,Positive(Crack) ,0.999997
13099,Negative (Not Crack),0.035507
13100,Positive(Crack) ,1
13101,Negative (Not Crack),0.050351
13102,Positive(Crack) ,1
13103,Negative (Not Crack),0.066631
13104,Positive(Crack) ,0.999999
13105,Negative (Not Crack),0.031505
13106,Positive(Crack) ,0.999977
13107,Negative (Not Crack),0.051754
13108,Positive(Crack) ,0.999829
13109,Negative (Not Crack),0.071531
13110,Positive(Crack) ,0.997926
13111,Negative (Not Crack),0.034171
13112,Positive(Crack) ,0.999981
13113,Negative (Not Crack),0.165826
13114,Positive(Crack) ,0.999882
13115,Negative (Not Crack),0.042353
13116,Positive(Crack) ,0.99982
13117,Negative (Not Crack),0.04582
13118,Positive(Crack) ,0.999702
13119,Negative (Not Crack),0.309039
13120,Positive(Crack) ,0.999901
13121,Negative (Not Crack),0.056142
13122,Positive(Crack) ,0.999989
13123,Negative (Not Crack),0.038126
13124,Positive(Crack) ,1
13125,Negative (Not Crack),0.036469
13126,Positive(Crack) ,0.999483
13127,Negative (Not Crack),0.042044
13128,Positive(Crack) ,0.9998
13129,Negative (Not Crack),0.04587
13130,Positive(Crack) ,0.999977
13131,Negative (Not Crack),0.035895
13132,Positive(Crack) ,0.976929
13133,Negative (Not Crack),0.041573
13134,Positive(Crack) ,0.999941
13135,Negative (Not Crack),0.048282
13136,Positive(Crack) ,0.999976
13137,Negative (Not Crack),0.070832
13138,Positive(Crack) ,0.999573
13139,Negative (Not Crack),0.101515
13140,Positive(Crack) ,0.999975
13141,Negative (Not Crack),0.046688
13142,Positive(Crack) ,0.999991
13143,Negative (Not Crack),0.051761
13144,Positive(Crack) ,0.999991
13145,Negative (Not Crack),0.047128
13146,Positive(Crack) ,0.999996
13147,Negative (Not Crack),0.043298
13148,Positive(Crack) ,0.999937
13149,Negative (Not Crack),0.053167
13150,Positive(Crack) ,0.999976
13151,Negative (Not Crack),0.059031
13152,Positive(Crack) ,0.999989
13153,Negative (Not Crack),0.031081
13154,Positive(Crack) ,0.999985
13155,Negative (Not Crack),0.356274
13156,Positive(Crack) ,1
13157,Negative (Not Crack),0.104474
13158,Positive(Crack) ,0.999999
13159,Negative (Not Crack),0.0407
13160,Positive(Crack) ,0.999973
13161,Negative (Not Crack),0.051929
13162,Positive(Crack) ,0.999992
13163,Negative (Not Crack),0.10693
13164,Positive(Crack) ,0.998272
13165,Negative (Not Crack),0.048655
13166,Positive(Crack) ,0.999986
13167,Negative (Not Crack),0.082771
13168,Positive(Crack) ,0.999995
13169,Negative (Not Crack),0.052201
13170,Positive(Crack) ,0.999965
13171,Negative (Not Crack),0.055223
13172,Positive(Crack) ,0.99953
13173,Negative (Not Crack),0.036107
13174,Positive(Crack) ,0.999962
13175,Negative (Not Crack),0.055023
13176,Positive(Crack) ,0.99999
13177,Negative (Not Crack),0.226308
13178,Positive(Crack) ,0.999999
13179,Negative (Not Crack),0.107448
13180,Positive(Crack) ,1
13181,Negative (Not Crack),0.042753
13182,Positive(Crack) ,0.99886
13183,Negative (Not Crack),0.046424
13184,Positive(Crack) ,1
13185,Negative (Not Crack),0.046442
13186,Positive(Crack) ,0.999999
13187,Negative (Not Crack),0.078375
13188,Positive(Crack) ,0.999979
13189,Negative (Not Crack),0.038376
13190,Positive(Crack) ,0.999741
13191,Negative (Not Crack),0.030909
13192,Positive(Crack) ,0.999835
13193,Negative (Not Crack),0.040738
13194,Positive(Crack) ,0.999882
13195,Negative (Not Crack),0.100243
13196,Positive(Crack) ,0.999897
13197,Negative (Not Crack),0.056511
13198,Positive(Crack) ,0.993992
13199,Negative (Not Crack),0.037353
13200,Positive(Crack) ,0.999836
13201,Negative (Not Crack),0.03525
13202,Positive(Crack) ,1
13203,Negative (Not Crack),0.060827
13204,Positive(Crack) ,0.999656
13205,Negative (Not Crack),0.072124
13206,Positive(Crack) ,1
13207,Negative (Not Crack),0.043233
13208,Positive(Crack) ,1
13209,Negative (Not Crack),0.049406
13210,Positive(Crack) ,1
13211,Negative (Not Crack),0.037658
13212,Positive(Crack) ,1
13213,Positive(Crack) ,0.543056
13214,Positive(Crack) ,1
13215,Negative (Not Crack),0.04246
13216,Positive(Crack) ,1
13217,Negative (Not Crack),0.067776
13218,Positive(Crack) ,1
13219,Negative (Not Crack),0.036873
13220,Positive(Crack) ,1
13221,Negative (Not Crack),0.03117
13222,Positive(Crack) ,1
13223,Negative (Not Crack),0.044121
13224,Positive(Crack) ,0.999999
13225,Negative (Not Crack),0.051307
13226,Positive(Crack) ,1
13227,Negative (Not Crack),0.048604
13228,Positive(Crack) ,1
13229,Negative (Not Crack),0.047143
13230,Positive(Crack) ,1
13231,Negative (Not Crack),0.281603
13232,Positive(Crack) ,1
13233,Negative (Not Crack),0.041802
13234,Positive(Crack) ,1
13235,Negative (Not Crack),0.039922
13236,Positive(Crack) ,1
13237,Negative (Not Crack),0.052001
13238,Positive(Crack) ,0.998608
13239,Negative (Not Crack),0.033704
13240,Positive(Crack) ,1
13241,Negative (Not Crack),0.031102
13242,Positive(Crack) ,1
13243,Negative (Not Crack),0.034116
13244,Positive(Crack) ,0.999998
13245,Negative (Not Crack),0.054697
13246,Positive(Crack) ,1
13247,Negative (Not Crack),0.104487
13248,Positive(Crack) ,0.999993
13249,Negative (Not Crack),0.033433
13250,Positive(Crack) ,1
13251,Negative (Not Crack),0.033882
13252,Positive(Crack) ,1
13253,Negative (Not Crack),0.037696
13254,Positive(Crack) ,1
13255,Negative (Not Crack),0.094422
13256,Positive(Crack) ,1
13257,Negative (Not Crack),0.081887
13258,Positive(Crack) ,1
13259,Negative (Not Crack),0.033543
13260,Positive(Crack) ,0.999298
13261,Negative (Not Crack),0.075302
13262,Positive(Crack) ,1
13263,Negative (Not Crack),0.038372
13264,Positive(Crack) ,1
13265,Negative (Not Crack),0.0314
13266,Positive(Crack) ,0.999977
13267,Negative (Not Crack),0.052336
13268,Positive(Crack) ,0.999968
13269,Negative (Not Crack),0.051515
13270,Positive(Crack) ,1
13271,Negative (Not Crack),0.032002
13272,Positive(Crack) ,0.999998
13273,Negative (Not Crack),0.051879
13274,Positive(Crack) ,0.821509
13275,Negative (Not Crack),0.048765
13276,Positive(Crack) ,0.977953
13277,Negative (Not Crack),0.033228
13278,Positive(Crack) ,0.976802
13279,Negative (Not Crack),0.035651
13280,Positive(Crack) ,0.988394
13281,Negative (Not Crack),0.041099
13282,Positive(Crack) ,0.999769
13283,Negative (Not Crack),0.088905
13284,Positive(Crack) ,0.797714
13285,Negative (Not Crack),0.105402
13286,Positive(Crack) ,0.999966
13287,Negative (Not Crack),0.055194
13288,Positive(Crack) ,0.982874
13289,Negative (Not Crack),0.062977
13290,Positive(Crack) ,0.999146
13291,Negative (Not Crack),0.047183
13292,Positive(Crack) ,0.999689
13293,Negative (Not Crack),0.045633
13294,Positive(Crack) ,0.999547
13295,Negative (Not Crack),0.069913
13296,Positive(Crack) ,0.990551
13297,Negative (Not Crack),0.129995
13298,Positive(Crack) ,0.998458
13299,Negative (Not Crack),0.032712
13300,Positive(Crack) ,0.999694
13301,Negative (Not Crack),0.043527
13302,Positive(Crack) ,0.999721
13303,Negative (Not Crack),0.04006
13304,Positive(Crack) ,0.988715
13305,Negative (Not Crack),0.059335
13306,Positive(Crack) ,0.996325
13307,Negative (Not Crack),0.048267
13308,Positive(Crack) ,0.999748
13309,Negative (Not Crack),0.062886
13310,Positive(Crack) ,0.998741
13311,Negative (Not Crack),0.047989
13312,Positive(Crack) ,0.999994
13313,Negative (Not Crack),0.040803
13314,Positive(Crack) ,0.999694
13315,Negative (Not Crack),0.061436
13316,Positive(Crack) ,0.998186
13317,Negative (Not Crack),0.040379
13318,Positive(Crack) ,0.994942
13319,Negative (Not Crack),0.05975
13320,Positive(Crack) ,0.999834
13321,Negative (Not Crack),0.051556
13322,Positive(Crack) ,0.999155
13323,Negative (Not Crack),0.054596
13324,Positive(Crack) ,0.999898
13325,Negative (Not Crack),0.073422
13326,Positive(Crack) ,0.574708
13327,Negative (Not Crack),0.147196
13328,Positive(Crack) ,0.999372
13329,Negative (Not Crack),0.063393
13330,Positive(Crack) ,0.998813
13331,Negative (Not Crack),0.06922
13332,Positive(Crack) ,0.981468
13333,Negative (Not Crack),0.086364
13334,Positive(Crack) ,0.896657
13335,Negative (Not Crack),0.046322
13336,Positive(Crack) ,0.992518
13337,Negative (Not Crack),0.049923
13338,Positive(Crack) ,0.997004
13339,Negative (Not Crack),0.105007
13340,Positive(Crack) ,0.983937
13341,Negative (Not Crack),0.050224
13342,Negative (Not Crack),0.492546
13343,Negative (Not Crack),0.07308
13344,Positive(Crack) ,0.801229
13345,Negative (Not Crack),0.0468
13346,Positive(Crack) ,0.999185
13347,Negative (Not Crack),0.037413
13348,Positive(Crack) ,0.997435
13349,Negative (Not Crack),0.043202
13350,Negative (Not Crack),0.313491
13351,Negative (Not Crack),0.060211
13352,Positive(Crack) ,0.985228
13353,Negative (Not Crack),0.038805
13354,Positive(Crack) ,0.999873
13355,Negative (Not Crack),0.09227
13356,Positive(Crack) ,0.999811
13357,Negative (Not Crack),0.047976
13358,Positive(Crack) ,0.997352
13359,Negative (Not Crack),0.058948
13360,Positive(Crack) ,0.998877
13361,Negative (Not Crack),0.037859
13362,Positive(Crack) ,0.99682
13363,Negative (Not Crack),0.071626
13364,Positive(Crack) ,0.999964
13365,Negative (Not Crack),0.041777
13366,Positive(Crack) ,0.999726
13367,Negative (Not Crack),0.037385
13368,Positive(Crack) ,0.998549
13369,Negative (Not Crack),0.054006
13370,Positive(Crack) ,0.999426
13371,Negative (Not Crack),0.043261
13372,Positive(Crack) ,0.999921
13373,Negative (Not Crack),0.062779
13374,Positive(Crack) ,0.999397
13375,Negative (Not Crack),0.053879
13376,Positive(Crack) ,0.999746
13377,Negative (Not Crack),0.439932
13378,Positive(Crack) ,0.998781
13379,Negative (Not Crack),0.036229
13380,Positive(Crack) ,0.999934
13381,Negative (Not Crack),0.097049
13382,Positive(Crack) ,0.957905
13383,Negative (Not Crack),0.068021
13384,Positive(Crack) ,0.999971
13385,Negative (Not Crack),0.045314
13386,Positive(Crack) ,0.99985
13387,Negative (Not Crack),0.063388
13388,Positive(Crack) ,0.999529
13389,Negative (Not Crack),0.041227
13390,Positive(Crack) ,0.994682
13391,Negative (Not Crack),0.091251
13392,Positive(Crack) ,0.999749
13393,Negative (Not Crack),0.032078
13394,Positive(Crack) ,0.999616
